departamento_codigo,departamento,municipio_codigo,municipio,zona_codigo,zona,puesto_codigo,puesto,mesas
11,CAUCA,004,ALMAGUER,99,Zona 99,01,CAQUIONA,5
11,CAUCA,004,ALMAGUER,99,Zona 99,05,EL PEÑOL (LA HONDA),3
11,CAUCA,004,ALMAGUER,99,Zona 99,09,EL TABLON,2
11,CAUCA,004,ALMAGUER,99,Zona 99,10,GONZALO,1
11,CAUCA,004,ALMAGUER,99,Zona 99,11,HIGUERAS (LA PILA),1
11,CAUCA,004,ALMAGUER,99,Zona 99,12,HUMOS O EL HATO,2
11,CAUCA,004,ALMAGUER,99,Zona 99,13,LLACUANAS,4
11,CAUCA,004,ALMAGUER,99,Zona 99,15,MARMATO (TARABITA),2
11,CAUCA,004,ALMAGUER,99,Zona 99,16,PRIMAVERA,1
11,CAUCA,004,ALMAGUER,99,Zona 99,17,SAN JORGE (LA HERRADURA),6
11,CAUCA,004,ALMAGUER,99,Zona 99,60,SAUJI,1
11,CAUCA,004,ALMAGUER,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,15
11,CAUCA,005,ARGELIA,99,Zona 99,02,BETANIA,1
11,CAUCA,005,ARGELIA,99,Zona 99,03,BOLIVIA,1
11,CAUCA,005,ARGELIA,99,Zona 99,04,EL DIVISO (PALOMOCHO),3
11,CAUCA,005,ARGELIA,99,Zona 99,05,EL MANGO,8
11,CAUCA,005,ARGELIA,99,Zona 99,06,EL PLATEADO,16
11,CAUCA,005,ARGELIA,99,Zona 99,08,LA BELLEZA,3
11,CAUCA,005,ARGELIA,99,Zona 99,10,LA FLORIDA,1
11,CAUCA,005,ARGELIA,99,Zona 99,12,EL NARANJAL,1
11,CAUCA,005,ARGELIA,99,Zona 99,16,LA EMBOSCADA,5
11,CAUCA,005,ARGELIA,99,Zona 99,25,PUERTO RICO,4
11,CAUCA,005,ARGELIA,99,Zona 99,29,SAN JUAN DE LA GUADUA,1
11,CAUCA,005,ARGELIA,99,Zona 99,35,SANTA CLARA,1
11,CAUCA,005,ARGELIA,99,Zona 99,75,SINAI,5
11,CAUCA,005,ARGELIA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,23
11,CAUCA,006,BALBOA,99,Zona 99,02,EL VIJAL,2
11,CAUCA,006,BALBOA,99,Zona 99,04,GUADUALITO,1
11,CAUCA,006,BALBOA,99,Zona 99,05,LA BERMEJA O PUERTO BERMEJA,4
11,CAUCA,006,BALBOA,99,Zona 99,06,LA PLANADA,4
11,CAUCA,006,BALBOA,99,Zona 99,07,LA LOMITA O LOMITAS,2
11,CAUCA,006,BALBOA,99,Zona 99,08,OLAYA,3
11,CAUCA,006,BALBOA,99,Zona 99,09,PURETO,3
11,CAUCA,006,BALBOA,99,Zona 99,10,SAN ALFONSO,5
11,CAUCA,006,BALBOA,99,Zona 99,11,PLAN GRANDE,1
11,CAUCA,006,BALBOA,99,Zona 99,12,CAMPOALEGRE,1
11,CAUCA,006,BALBOA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,29
11,CAUCA,007,BOLIVAR,98,Zona 98,01,CARCEL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,01,CAPELLANIAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,02,CERRO PELADO (CERRO PELADO BAJO),2
11,CAUCA,007,BOLIVAR,99,Zona 99,03,CHALGUAYACO,2
11,CAUCA,007,BOLIVAR,99,Zona 99,04,BAJO LLANO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,05,EL CARMEN,2
11,CAUCA,007,BOLIVAR,99,Zona 99,06,BUTUYACO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,07,EL RODEO,2
11,CAUCA,007,BOLIVAR,99,Zona 99,08,MORALES,1
11,CAUCA,007,BOLIVAR,99,Zona 99,09,GUACHICONO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,10,EL BOQUERON,1
11,CAUCA,007,BOLIVAR,99,Zona 99,11,EL SALTO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,12,LA PLAYA DE SAN JORGE,1
11,CAUCA,007,BOLIVAR,99,Zona 99,13,LERMA,3
11,CAUCA,007,BOLIVAR,99,Zona 99,14,LA MEDINA,2
11,CAUCA,007,BOLIVAR,99,Zona 99,15,LAS MINAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,16,LOS POTREROS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,17,LOS MILAGROS,4
11,CAUCA,007,BOLIVAR,99,Zona 99,18,PALMA O POCOS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,19,LOS RASTROJOS,2
11,CAUCA,007,BOLIVAR,99,Zona 99,20,MAZAMORRAS,2
11,CAUCA,007,BOLIVAR,99,Zona 99,21,MELCHOR,2
11,CAUCA,007,BOLIVAR,99,Zona 99,22,NUEVA GRANADA (CIMARRONAS),1
11,CAUCA,007,BOLIVAR,99,Zona 99,23,SAN JOSE DEL MORRO,2
11,CAUCA,007,BOLIVAR,99,Zona 99,24,PORTACHUELO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,25,SAN JUAN,3
11,CAUCA,007,BOLIVAR,99,Zona 99,27,RIONEGRO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,28,SAN JUAN DE LAS VUELTAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,29,SAN LORENZO,4
11,CAUCA,007,BOLIVAR,99,Zona 99,30,EL COCAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,31,SAN MIGUEL,2
11,CAUCA,007,BOLIVAR,99,Zona 99,32,EL GUADUAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,33,SAQUE,1
11,CAUCA,007,BOLIVAR,99,Zona 99,34,EL SILENCIO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,35,LA PARADA,2
11,CAUCA,007,BOLIVAR,99,Zona 99,36,LA YUNGA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,37,SESTEADERO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,38,EL PEPINAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,40,EL TAMBO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,41,ARRAYANES,1
11,CAUCA,007,BOLIVAR,99,Zona 99,42,LA PRADERA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,44,ROMERILLOS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,45,LA ESPERANZA O LA CUEVA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,46,ANGONI,1
11,CAUCA,007,BOLIVAR,99,Zona 99,48,LA PUENTE,1
11,CAUCA,007,BOLIVAR,99,Zona 99,49,LA PLAYA DE SAN JUAN,1
11,CAUCA,007,BOLIVAR,99,Zona 99,50,GUAYABILLAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,52,LAS DANTAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,54,LA CALDERA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,55,LA CARBONERA O MEJICO,3
11,CAUCA,007,BOLIVAR,99,Zona 99,56,LADERAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,57,TOLEDO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,58,YUNGUILLA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,60,LIMONGUAYCO BAJO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,61,TRUJILLO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,62,EL CIDRAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,63,CHALGUAYACO CUCHO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,64,SAN ANTONIO DEL SILENCIO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,65,FLORIDA ALTA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,66,MONTE OSCURO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,67,SAN ANTONIO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,68,CHORRERA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,69,MELCHOR VIEJO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,70,LIMA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,71,EL VENERO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,72,EL BARRIAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,73,GUACAYANES,2
11,CAUCA,007,BOLIVAR,99,Zona 99,74,EL GUINEAL,1
11,CAUCA,007,BOLIVAR,99,Zona 99,75,EL RECODO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,76,CARBONERO,1
11,CAUCA,007,BOLIVAR,99,Zona 99,77,LA ESTRELLA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,78,BUENOS AIRES,1
11,CAUCA,007,BOLIVAR,99,Zona 99,79,POTRERILLOS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,80,VILLA NUEVA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,82,PLACETILLAS,1
11,CAUCA,007,BOLIVAR,99,Zona 99,83,LA DOMINGA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,84,SANTA ANA,1
11,CAUCA,007,BOLIVAR,99,Zona 99,85,ARAGON,1
11,CAUCA,007,BOLIVAR,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,20
11,CAUCA,010,BUENOS AIRES,99,Zona 99,01,AURES,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,02,ALTO NAYA,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,07,EL LLANITO,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,08,EL CERAL,3
11,CAUCA,010,BUENOS AIRES,99,Zona 99,11,EL PORVENIR,4
11,CAUCA,010,BUENOS AIRES,99,Zona 99,12,LA BALSA,5
11,CAUCA,010,BUENOS AIRES,99,Zona 99,15,SAN IGNACIO,3
11,CAUCA,010,BUENOS AIRES,99,Zona 99,17,TIMBA,6
11,CAUCA,010,BUENOS AIRES,99,Zona 99,18,SAN FRANCISCO,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,24,CASCAJERO,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,26,HONDURAS,5
11,CAUCA,010,BUENOS AIRES,99,Zona 99,55,MAZAMORRERO,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,60,PALOBLANCO,5
11,CAUCA,010,BUENOS AIRES,99,Zona 99,65,LAS DELICIAS,2
11,CAUCA,010,BUENOS AIRES,99,Zona 99,70,MUNCHIQUE,3
11,CAUCA,010,BUENOS AIRES,99,Zona 99,75,BRISAS DE MARILOPEZ,2
11,CAUCA,010,BUENOS AIRES,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,11
11,CAUCA,013,CAJIBIO,99,Zona 99,01,DINDE,5
11,CAUCA,013,CAJIBIO,99,Zona 99,02,CAMPOALEGRE,5
11,CAUCA,013,CAJIBIO,99,Zona 99,03,SANTA TERESA (CASAS BAJAS),6
11,CAUCA,013,CAJIBIO,99,Zona 99,04,CHAUX,1
11,CAUCA,013,CAJIBIO,99,Zona 99,05,EL CARMELO,9
11,CAUCA,013,CAJIBIO,99,Zona 99,09,EL ROSARIO,4
11,CAUCA,013,CAJIBIO,99,Zona 99,10,EL TUNEL,3
11,CAUCA,013,CAJIBIO,99,Zona 99,11,LA CAPILLA,7
11,CAUCA,013,CAJIBIO,99,Zona 99,13,LA PEDREGOSA,6
11,CAUCA,013,CAJIBIO,99,Zona 99,14,EL RECUERDO,3
11,CAUCA,013,CAJIBIO,99,Zona 99,15,LA VENTA,5
11,CAUCA,013,CAJIBIO,99,Zona 99,17,ORTEGA,3
11,CAUCA,013,CAJIBIO,99,Zona 99,23,LA GRANJA,2
11,CAUCA,013,CAJIBIO,99,Zona 99,29,SAN ANTONIO,2
11,CAUCA,013,CAJIBIO,99,Zona 99,30,SAN JOSE DE LA LAGUNA,1
11,CAUCA,013,CAJIBIO,99,Zona 99,31,LA ARROYUELA,1
11,CAUCA,013,CAJIBIO,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,20
11,CAUCA,016,CALDONO,99,Zona 99,01,CERRO ALTO,6
11,CAUCA,016,CALDONO,99,Zona 99,03,EL PITAL,4
11,CAUCA,016,CALDONO,99,Zona 99,05,LA AGUADA,4
11,CAUCA,016,CALDONO,99,Zona 99,09,PESCADOR,9
11,CAUCA,016,CALDONO,99,Zona 99,13,PIOYA,4
11,CAUCA,016,CALDONO,99,Zona 99,17,PLAN DE ZUÑIGA,6
11,CAUCA,016,CALDONO,99,Zona 99,21,PUEBLO NUEVO,9
11,CAUCA,016,CALDONO,99,Zona 99,25,SIBERIA (OVEJAS),14
11,CAUCA,016,CALDONO,99,Zona 99,26,ANDALUCIA,3
11,CAUCA,016,CALDONO,99,Zona 99,27,PALERMO,1
11,CAUCA,016,CALDONO,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,21
11,CAUCA,022,CORINTO,99,Zona 99,01,EL JAGUAL,2
11,CAUCA,022,CORINTO,99,Zona 99,04,EL BARRANCO,1
11,CAUCA,022,CORINTO,99,Zona 99,07,LA COMINERA,2
11,CAUCA,022,CORINTO,99,Zona 99,13,LOS ANDES,5
11,CAUCA,022,CORINTO,99,Zona 99,17,MEDIA NARANJA,4
11,CAUCA,022,CORINTO,99,Zona 99,19,QUEBRADITAS,4
11,CAUCA,022,CORINTO,99,Zona 99,23,RIONEGRO,4
11,CAUCA,022,CORINTO,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,37
11,CAUCA,025,EL TAMBO,99,Zona 99,01,ALTO DEL REY,3
11,CAUCA,025,EL TAMBO,99,Zona 99,04,BELEN LA CALERA,2
11,CAUCA,025,EL TAMBO,99,Zona 99,05,BARAYA,2
11,CAUCA,025,EL TAMBO,99,Zona 99,06,BUENAVISTA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,07,BETANIA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,08,CABUYAL,1
11,CAUCA,025,EL TAMBO,99,Zona 99,09,CHAPA,3
11,CAUCA,025,EL TAMBO,99,Zona 99,10,CIPRES PUEBLO NUEVO,2
11,CAUCA,025,EL TAMBO,99,Zona 99,13,CHISQUIO,3
11,CAUCA,025,EL TAMBO,99,Zona 99,14,EL CRUCERO DE PUEBLO NUEVO,2
11,CAUCA,025,EL TAMBO,99,Zona 99,15,CUATRO ESQUINAS,5
11,CAUCA,025,EL TAMBO,99,Zona 99,16,CALICHALES,1
11,CAUCA,025,EL TAMBO,99,Zona 99,17,EL PLACER,3
11,CAUCA,025,EL TAMBO,99,Zona 99,18,EL HIGUERON,1
11,CAUCA,025,EL TAMBO,99,Zona 99,19,EL PUENTE DEL RIO TIMBIO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,21,EL ZARZAL,4
11,CAUCA,025,EL TAMBO,99,Zona 99,22,EL HOYO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,23,EL OCHENTA Y UNO (LA GALLERA),1
11,CAUCA,025,EL TAMBO,99,Zona 99,25,GAMBOA (SAN ANTONIO),1
11,CAUCA,025,EL TAMBO,99,Zona 99,26,GUAZAVARITA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,29,GRANADA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,33,HUISITO,9
11,CAUCA,025,EL TAMBO,99,Zona 99,35,LA BANDA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,36,LISBOA DAJUANDO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,37,LA ALIANZA,2
11,CAUCA,025,EL TAMBO,99,Zona 99,38,LA CUCHILLA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,39,LA ROMELIA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,40,LAS PIEDRAS,3
11,CAUCA,025,EL TAMBO,99,Zona 99,41,LA PAZ,2
11,CAUCA,025,EL TAMBO,99,Zona 99,42,LOS ANDES,2
11,CAUCA,025,EL TAMBO,99,Zona 99,43,VILLA AL MAR (FONDAS),3
11,CAUCA,025,EL TAMBO,99,Zona 99,44,LOS ANGELES,3
11,CAUCA,025,EL TAMBO,99,Zona 99,45,LOS ANAYES,3
11,CAUCA,025,EL TAMBO,99,Zona 99,46,LIMONCITO MIRRINGA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,47,MONTERREDONDO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,49,MOSQUERA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,50,LA LAGUNA,2
11,CAUCA,025,EL TAMBO,99,Zona 99,51,LA VENTA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,52,LA VENTANA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,53,PANDIGUANDO,2
11,CAUCA,025,EL TAMBO,99,Zona 99,55,LAS HUERTAS,1
11,CAUCA,025,EL TAMBO,99,Zona 99,57,PIAGUA,5
11,CAUCA,025,EL TAMBO,99,Zona 99,59,PLAYA RICA,3
11,CAUCA,025,EL TAMBO,99,Zona 99,60,PUERTA LLAVE,1
11,CAUCA,025,EL TAMBO,99,Zona 99,63,LOS LLANOS,1
11,CAUCA,025,EL TAMBO,99,Zona 99,65,QUILCACE,3
11,CAUCA,025,EL TAMBO,99,Zona 99,67,RIO HONDO,2
11,CAUCA,025,EL TAMBO,99,Zona 99,68,RIOSUCIO,2
11,CAUCA,025,EL TAMBO,99,Zona 99,69,RONDON (LA PALOMA),1
11,CAUCA,025,EL TAMBO,99,Zona 99,73,SABANETAS,1
11,CAUCA,025,EL TAMBO,99,Zona 99,75,MURGUEITIO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,77,SAN JOAQUIN,5
11,CAUCA,025,EL TAMBO,99,Zona 99,81,SAN JUAN DE MECHENGUE,4
11,CAUCA,025,EL TAMBO,99,Zona 99,83,SEGUENGUE,2
11,CAUCA,025,EL TAMBO,99,Zona 99,85,URIBE,5
11,CAUCA,025,EL TAMBO,99,Zona 99,90,PEPITAL,1
11,CAUCA,025,EL TAMBO,99,Zona 99,91,LAS PALMAS,1
11,CAUCA,025,EL TAMBO,99,Zona 99,92,EL RECUERDO,1
11,CAUCA,025,EL TAMBO,99,Zona 99,93,EL JAGUAL,1
11,CAUCA,025,EL TAMBO,99,Zona 99,94,COSTA NUEVA,1
11,CAUCA,025,EL TAMBO,99,Zona 99,95,NAYITA,1
11,CAUCA,025,EL TAMBO,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,22
11,CAUCA,027,FLORENCIA,99,Zona 99,25,EL ROSARIO,2
11,CAUCA,027,FLORENCIA,99,Zona 99,40,MARSELLA,2
11,CAUCA,027,FLORENCIA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,12
11,CAUCA,028,GUAPI,99,Zona 99,01,ALFONSO LOPEZ (BALSITAS),1
11,CAUCA,028,GUAPI,99,Zona 99,03,BOCA DE NAPI,1
11,CAUCA,028,GUAPI,99,Zona 99,05,NAPI (BELEN),2
11,CAUCA,028,GUAPI,99,Zona 99,07,CASCAJERO O SAN FRANCISCO,1
11,CAUCA,028,GUAPI,99,Zona 99,09,BENJAMIN HERRERA (SAN VICENTE,1
11,CAUCA,028,GUAPI,99,Zona 99,13,CALLE LARGA,1
11,CAUCA,028,GUAPI,99,Zona 99,14,EL ATAJO,2
11,CAUCA,028,GUAPI,99,Zona 99,15,EL CARMELO,2
11,CAUCA,028,GUAPI,99,Zona 99,17,CONCEPCION,1
11,CAUCA,028,GUAPI,99,Zona 99,19,CHAMON,3
11,CAUCA,028,GUAPI,99,Zona 99,20,CHANZARA,1
11,CAUCA,028,GUAPI,99,Zona 99,21,ROSARIO,1
11,CAUCA,028,GUAPI,99,Zona 99,25,ISLAS GORGONA Y GORGONILLA,1
11,CAUCA,028,GUAPI,99,Zona 99,26,LAS JUNTAS,1
11,CAUCA,028,GUAPI,99,Zona 99,27,LA SOLEDAD,1
11,CAUCA,028,GUAPI,99,Zona 99,29,LIMONES,3
11,CAUCA,028,GUAPI,99,Zona 99,31,LLANTIN,1
11,CAUCA,028,GUAPI,99,Zona 99,33,OLAYA HERRERA (GUARE),1
11,CAUCA,028,GUAPI,99,Zona 99,35,QUIROGA,2
11,CAUCA,028,GUAPI,99,Zona 99,36,SAN ANTONIO DEL NAPI,1
11,CAUCA,028,GUAPI,99,Zona 99,37,SAN ANTONIO (GUAJI),2
11,CAUCA,028,GUAPI,99,Zona 99,39,SAN AGUSTIN,1
11,CAUCA,028,GUAPI,99,Zona 99,41,SAN FRANCISCO (CHUARE),1
11,CAUCA,028,GUAPI,99,Zona 99,43,SANTA CLARA,1
11,CAUCA,028,GUAPI,99,Zona 99,45,URIBE URIBE (NARANJO),1
11,CAUCA,028,GUAPI,99,Zona 99,46,BELLAVISTA CHANZARA,1
11,CAUCA,028,GUAPI,99,Zona 99,47,SANTA ANA SAN FRANCISCO,1
11,CAUCA,028,GUAPI,99,Zona 99,48,CAIMITO,1
11,CAUCA,028,GUAPI,99,Zona 99,49,JOANICO,1
11,CAUCA,028,GUAPI,99,Zona 99,50,PENITENTE,1
11,CAUCA,028,GUAPI,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,32
11,CAUCA,029,GUACHENE,99,Zona 99,03,CABAÑITAS,3
11,CAUCA,029,GUACHENE,99,Zona 99,05,VEREDAS UNIDAS(CAPONERA),4
11,CAUCA,029,GUACHENE,99,Zona 99,10,EL GUABAL,3
11,CAUCA,029,GUACHENE,99,Zona 99,15,EL SILENCIO,1
11,CAUCA,029,GUACHENE,99,Zona 99,20,LA CABAÑA,5
11,CAUCA,029,GUACHENE,99,Zona 99,30,LLANO DE TAULA,3
11,CAUCA,029,GUACHENE,99,Zona 99,35,OBANDO,3
11,CAUCA,029,GUACHENE,99,Zona 99,40,SABANETAS,2
11,CAUCA,029,GUACHENE,99,Zona 99,45,VEREDAS DEL SUR(SAN JACINTO),5
11,CAUCA,029,GUACHENE,99,Zona 99,50,SAN JOSE,2
11,CAUCA,029,GUACHENE,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,16
11,CAUCA,031,INZA,99,Zona 99,01,CALDERAS,3
11,CAUCA,031,INZA,99,Zona 99,04,GUANACAS,3
11,CAUCA,031,INZA,99,Zona 99,05,SAN JOSE (LA LAGUNA),4
11,CAUCA,031,INZA,99,Zona 99,09,PEDREGAL,6
11,CAUCA,031,INZA,99,Zona 99,11,EL LAGO LA GAITANA,1
11,CAUCA,031,INZA,99,Zona 99,13,PUERTO VALENCIA,1
11,CAUCA,031,INZA,99,Zona 99,15,SAN MIGUEL,2
11,CAUCA,031,INZA,99,Zona 99,17,SAN ANDRES,5
11,CAUCA,031,INZA,99,Zona 99,21,SANTA ROSA,3
11,CAUCA,031,INZA,99,Zona 99,25,SANTA TERESA,2
11,CAUCA,031,INZA,99,Zona 99,29,TOPA,1
11,CAUCA,031,INZA,99,Zona 99,33,TUMBICHUCUE,2
11,CAUCA,031,INZA,99,Zona 99,35,SEGOVIA,2
11,CAUCA,031,INZA,99,Zona 99,37,TURMINA,6
11,CAUCA,031,INZA,99,Zona 99,38,SAN ISIDRO,1
11,CAUCA,031,INZA,99,Zona 99,39,SAN ANTONIO,1
11,CAUCA,031,INZA,99,Zona 99,40,LA PALMERA,1
11,CAUCA,031,INZA,99,Zona 99,41,YARUMAL,1
11,CAUCA,031,INZA,99,Zona 99,42,LA MILAGROSA,2
11,CAUCA,031,INZA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,18
11,CAUCA,034,JAMBALO,99,Zona 99,01,SALON COMUNAL,7
11,CAUCA,034,JAMBALO,99,Zona 99,03,CTRO DOC. RURAL MIXTO EL TRAPICHE,2
11,CAUCA,034,JAMBALO,99,Zona 99,05,ESCUELA RURAL MIXTA LOMA REDONDA,4
11,CAUCA,034,JAMBALO,99,Zona 99,09,CENTRO DOCENTE RURAL VALLES HONDOS,1
11,CAUCA,034,JAMBALO,99,Zona 99,30,ESCUELA RURAL MIXTA LA ESPERANZA,3
11,CAUCA,034,JAMBALO,99,Zona 99,31,CENTRO DOCENTE RURAL MIXTO PALETON,2
11,CAUCA,034,JAMBALO,99,Zona 99,32,ESCUELA RURAL MIXTA LOMA GORDA,2
11,CAUCA,034,JAMBALO,00,Zona 00,00,CENTRO DOCENTE URBANO MIXTO JAMBALO,12
11,CAUCA,037,LA SIERRA,99,Zona 99,05,LA DEPRESION,3
11,CAUCA,037,LA SIERRA,99,Zona 99,19,JUANA CASTAÑA,1
11,CAUCA,037,LA SIERRA,99,Zona 99,25,LOS ROBLES,1
11,CAUCA,037,LA SIERRA,99,Zona 99,70,SAN PEDRO,1
11,CAUCA,037,LA SIERRA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,23
11,CAUCA,040,LA VEGA,99,Zona 99,01,ALTAMIRA,4
11,CAUCA,040,LA VEGA,99,Zona 99,03,ALBANIA,2
11,CAUCA,040,LA VEGA,99,Zona 99,05,ARBELA,3
11,CAUCA,040,LA VEGA,99,Zona 99,09,EL DIVISO,1
11,CAUCA,040,LA VEGA,99,Zona 99,11,EL PALMAR,2
11,CAUCA,040,LA VEGA,99,Zona 99,13,GUACHICONO,6
11,CAUCA,040,LA VEGA,99,Zona 99,15,CHAUPILOMA,1
11,CAUCA,040,LA VEGA,99,Zona 99,17,PANCITARA,4
11,CAUCA,040,LA VEGA,99,Zona 99,21,SAN MIGUEL POLIDEPORTIVO,5
11,CAUCA,040,LA VEGA,99,Zona 99,22,SAN MIGUEL COLEGIO,3
11,CAUCA,040,LA VEGA,99,Zona 99,23,SANTA BARBARA,2
11,CAUCA,040,LA VEGA,99,Zona 99,24,DOMINICAL,1
11,CAUCA,040,LA VEGA,99,Zona 99,25,SANTA JUANA,2
11,CAUCA,040,LA VEGA,99,Zona 99,27,LA CARRERA,1
11,CAUCA,040,LA VEGA,99,Zona 99,29,PLACER (SANTA RITA),3
11,CAUCA,040,LA VEGA,99,Zona 99,43,LOS CIRUELOS,1
11,CAUCA,040,LA VEGA,99,Zona 99,45,LOS UVOS,3
11,CAUCA,040,LA VEGA,99,Zona 99,50,VILLAMARIA,2
11,CAUCA,040,LA VEGA,00,Zona 00,00,PUESTO CABECERA MUNICIPAL,7
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,01,AGUA CLARA (GOLONDRO),2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,02,BAJO SIGUI,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,03,BETANIA,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,04,CACAO,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,06,CALLE LARGA (NAYA),1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,07,CANDELARIA,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,08,EL COCO,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,09,RIO NAYA (DOS QUEBRADAS),1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,10,CHIGUERO,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,11,BOCAGRANDE,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,13,EL PLAYON (EL SIGUI),2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,14,EL TRUENO,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,15,EL TRAPICHE,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,16,GUAYABAL,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,17,JOLI,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,18,LAS CRUCES,1
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,19,LA CONCEPCION,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,20,LA SAGRADA FAMILIA,2
11,CAUCA,043,LOPEZ (MICAY),99,Zona 99,21,NOANAMITO,3
